,nom_commune_postal,code_postal,latitude,longitude,code_departement,score
0,L ABERGEMENT CLEMENCIAT,1400,46.1534255214,4.92611354223,1,0
1,L ABERGEMENT DE VAREY,1640,46.0091878776,5.42801696363,1,1
2,AMBERIEU EN BUGEY,1500,45.9608475114,5.3729257777,1,1
3,AMBERIEUX EN DOMBES,1330,45.9961799872,4.91227250796,1,0
4,AMBLEON,1300,45.7494989044,5.59432017366,1,0
5,AMBRONAY,1500,46.0055913782,5.35760660735,1,1
6,AMBUTRIX,1500,45.9367134524,5.3328092349,1,0
7,ANDERT ET CONDON,1300,45.7873565333,5.65788307924,1,0
8,ANGLEFORT,1350,45.9093715116,5.79516005674,1,0
9,APREMONT,1100,46.2054981558,5.65781475272,1,1
10,ARANC,1110,46.0015344029,5.51130637511,1,0
11,ARANDAS,1230,45.8908155275,5.49870439091,1,0
12,ARBENT,1100,46.2834936005,5.69061651221,1,0
13,ARBOYS EN BUGEY,1300,45.7237621545,5.65263086429,1,1
14,ARBIGNY,1190,46.4776762988,4.9599416863,1,1
15,ARGIS,1230,45.9337182132,5.48251100314,1,0
16,ARMIX,1510,45.8541838459,5.58357838695,1,0
17,ARS SUR FORMANS,1480,45.9934611,4.82199649494,1,0
18,ARTEMARE,1510,45.8695891748,5.69065283943,1,0
19,ASNIERES SUR SAONE,1570,46.3857281418,4.88387478623,1,0
20,ATTIGNAT,1340,46.2861802203,5.1795233845,1,0
21,BAGE LA VILLE,1380,46.3233203302,4.9528678933,1,1
22,BAGE LE CHATEL,1380,46.3077069231,4.92862084189,1,0
23,BALAN,1360,45.8311226453,5.10780019249,1,0
24,BANEINS,1990,46.1141214445,4.90146475101,1,0
25,BEAUPONT,1270,46.4288360203,5.26003405676,1,0
26,BEAUREGARD,1480,46.0008580204,4.75600664694,1,0
27,BELLIGNAT,1100,46.2373497134,5.6360052884,1,0
28,BELIGNEUX,1360,45.8591464826,5.13989505865,1,0
29,BELLEGARDE SUR VALSERINE,1200,46.1067901755,5.83202736464,1,0
30,BELLEY,1300,45.7494697806,5.68412365526,1,1
31,BELLEYDOUX,1130,46.2530316409,5.78471723698,1,0
32,BELMONT LUTHEZIEU,1260,45.8847475883,5.65115788055,1,0
33,BENONCES,1470,45.8374974718,5.48285330863,1,0
34,BENY,1370,46.3188629218,5.28253433405,1,1
35,BEON,1350,45.8568920052,5.75220315052,1,0
36,BEREZIAT,1340,46.3674371012,5.04021655965,1,0
37,BETTANT,1500,45.9368718303,5.36667617009,1,0
38,BEY,1290,46.2191748844,4.84642690241,1,1
39,BEYNOST,1700,45.8390325448,4.99738002182,1,0
40,BILLIAT,1200,46.0791346715,5.76591818163,1,0
41,BIRIEUX,1330,45.9533995502,5.03666479984,1,0
42,BIZIAT,1290,46.2266794269,4.94084673168,1,0
43,BLYES,1150,45.8469686113,5.25166055884,1,0
44,LA BOISSE,1120,45.8446213549,5.02783224111,1,0
45,BOISSEY,1190,46.3727973545,4.9989764059,1,1
46,BOISSEY,1380,46.3727973545,4.9989764059,1,1
47,BOLOZON,1450,46.1960338503,5.47095075411,1,0
48,BOULIGNEUX,1330,46.0232774841,4.99252709276,1,0
49,BOURG EN BRESSE,1000,46.2051520382,5.24602125501,1,0
50,BOURG ST CHRISTOPHE,1800,45.8861934456,5.14349196896,1,0
51,BOYEUX ST JEROME,1640,46.0363677631,5.46322744717,1,0
52,BOZ,1190,46.4051688134,4.9135797178,1,0
53,BREGNIER CORDON,1300,45.6416854652,5.61653371,1,0
54,BRENAZ,1260,45.9500082947,5.7371892334,1,0
55,BRENOD,1110,46.0759940484,5.61418361314,1,0
56,BRENS,1300,45.7135069062,5.68998154517,1,0
57,BRESSOLLES,1360,45.869423064,5.1009428902,1,0
58,BRION,1460,46.1686327301,5.54656422194,1,0
59,BRIORD,1470,45.7708330939,5.48537461884,1,0
60,BUELLAS,1310,46.2104135162,5.14487465017,1,0
61,LA BURBANCHE,1510,45.8598709332,5.54609714598,1,0
62,CEIGNES,1430,46.1256533435,5.49457379202,1,0
63,CERDON,1450,46.0720202633,5.47577586118,1,0
64,CERTINES,1240,46.1337950959,5.26239539372,1,0
65,CESSY,1170,46.315689376,6.0779844362,1,1
66,CEYZERIAT,1250,46.1832170988,5.32007207542,1,0
67,CEYZERIEU,1350,45.8335530148,5.71933090966,1,0
68,CHALAMONT,1320,46.0076491739,5.16936568,1,1
69,CHALEINS,1480,46.0340545373,4.79853838574,1,0
70,CHALEY,1230,45.9533367734,5.53682505273,1,1
71,CHALLES LA MONTAGNE,1450,46.1221539654,5.45755377201,1,0
72,CHALLEX,1630,46.1768358327,5.97115092939,1,0
73,CHAMPAGNE EN VALROMEY,1260,45.9316447397,5.69321890072,1,1
74,CHAMPDOR CORCELLES,1110,46.0198844188,5.60008759722,1,0
75,CHAMPFROMIER,1410,46.220365768,5.82233573131,1,0
76,CHANAY,1420,46.005695299,5.76893393185,1,1
77,CHANEINS,1990,46.0934984191,4.85473364691,1,0
78,CHANOZ CHATENAY,1400,46.1861812234,5.02807719246,1,1
79,LA CHAPELLE DU CHATELARD,1240,46.0744536905,5.02162055898,1,0
80,CHARIX,1130,46.1856344066,5.6811896084,1,0
81,CHARNOZ SUR AIN,1800,45.8736786869,5.2211032563,1,0
82,CHATEAU GAILLARD,1500,45.9730390239,5.30754273532,1,0
83,CHATENAY,1320,46.0259402155,5.2048590395,1,1
84,CHATILLON EN MICHAILLE,1200,46.1293337743,5.770176021,1,0
85,CHATILLON LA PALUD,1320,45.9748017433,5.2416027725,1,0
86,CHATILLON SUR CHALARONNE,1400,46.1232390685,4.95810003714,1,0
87,CHAVANNES SUR REYSSOUZE,1190,46.4379785193,5.00693749662,1,0
88,CHAVANNES SUR SURAN,1250,46.2750157946,5.41649423093,1,0
89,CHAVEYRIAT,1660,46.1991513767,5.0564069258,1,0
90,CHAVORNAY,1510,45.8824049535,5.72499814516,1,1
91,CHAZEY BONS,1300,45.7925770617,5.68477063188,1,0
92,CHAZEY SUR AIN,1150,45.8929448968,5.25528498524,1,0
93,CHEIGNIEU LA BALME,1510,45.8227204334,5.6050023969,1,0
94,CHEVILLARD,1430,46.1103512578,5.58116056005,1,1
95,CHEVROUX,1190,46.38249255,4.96288275972,1,0
96,CHEVRY,1170,46.283152935,6.04707941462,1,1
97,CHEZERY FORENS,1200,46.222573373,5.87248105275,1,0
98,CHEZERY FORENS,1410,46.222573373,5.87248105275,1,0
99,CIVRIEUX,1390,45.922467454,4.88633786877,1,0
100,CIZE,1250,46.2003848172,5.45082526739,1,0
101,CLEYZIEU,1230,45.902146623,5.43272695486,1,0
102,COLIGNY,1270,46.3866637865,5.3308227014,1,1
103,COLLONGES,1550,46.1419227898,5.90040256654,1,0
104,COLOMIEU,1300,45.7361469025,5.62670101041,1,0
105,CONAND,1230,45.8834810846,5.47541328981,1,0
106,CONDAMINE,1430,46.105831161,5.55568206762,1,0
107,CONDEISSIAT,1400,46.1538469834,5.08437171701,1,0
108,CONFORT,1200,46.1543700156,5.83319395258,1,0
109,CONFRANCON,1310,46.270304175,5.05775217893,1,0
110,CONTREVOZ,1300,45.8009403071,5.62087768159,1,0
111,CONZIEU,1300,45.7253102173,5.60442351043,1,0
112,CORBONOD,1420,45.9659473187,5.78961970355,1,0
113,CORLIER,1110,46.0336885573,5.49635755029,1,0
114,CORMARANCHE EN BUGEY,1110,45.9442772826,5.60860828487,1,1
115,CORMORANCHE SUR SAONE,1290,46.2403530179,4.8276569593,1,0
116,CORMOZ,1560,46.4336632942,5.22181275755,1,0
117,CORVEISSIAT,1250,46.2505107235,5.47152467919,1,0
118,COURMANGOUX,1370,46.3267864521,5.35558241812,1,0
119,COURTES,1560,46.4570082032,5.11128546723,1,0
120,CRANS,1320,45.9663793103,5.19490390871,1,0
121,CRAS SUR REYSSOUZE,1340,46.3130831891,5.17796707174,1,0
122,CRESSIN ROCHEFORT,1350,45.7826434885,5.76546256637,1,0
123,CROTTET,1290,46.283072336,4.87747971182,1,0
124,CROTTET,1750,46.283072336,4.87747971182,1,0
125,CROZET,1170,46.2915659686,5.99510417092,1,0
126,CRUZILLES LES MEPILLAT,1290,46.2220588715,4.8752193513,1,0
127,CULOZ,1350,45.8559966843,5.78398308932,1,0
128,CURCIAT DONGALON,1560,46.4885456881,5.16344336837,1,0
129,CURTAFOND,1310,46.273150382,5.1020896267,1,0
130,CUZIEU,1300,45.8200002803,5.6765554896,1,0
131,DAGNEUX,1120,45.8531616918,5.07289166803,1,0
132,DIVONNE LES BAINS,1220,46.3756333495,6.1158647611,1,0
133,DOMMARTIN,1380,46.33627762,4.99863894,1,0
134,DOMPIERRE SUR VEYLE,1240,46.0667883703,5.21665199666,1,0
135,DOMPIERRE SUR CHALARONNE,1400,46.1415406621,4.90141714714,1,0
136,DOMSURE,1270,46.4244066427,5.29313479651,1,0
137,DORTAN,1590,46.3133221173,5.64146584117,1,0
138,DOUVRES,1500,45.984297392,5.37106901673,1,0
139,DROM,1250,46.2196603059,5.36799994918,1,0
140,DRUILLAT,1160,46.067579544,5.29361666429,1,0
141,ECHALLON,1130,46.2271364137,5.73330448395,1,0
142,ECHENEVEX,1170,46.3160845207,6.01926187996,1,0
143,ETREZ,1340,46.3380891758,5.19286414645,1,1
144,EVOSGES,1230,45.965147537,5.50283599885,1,0
145,FARAMANS,1800,45.9104942091,5.1249258559,1,0
146,FAREINS,1480,46.020997974,4.7620080898,1,0
147,FARGES,1550,46.166230455,5.90019477201,1,0
148,FEILLENS,1570,46.3365833672,4.88507050971,1,0
149,FERNEY VOLTAIRE,1210,46.2519789243,6.10826403805,1,0
150,FLAXIEU,1350,45.8113298005,5.74459048839,1,0
151,FOISSIAT,1340,46.3784759782,5.18483641417,1,0
152,FRANCHELEINS,1090,46.0735946256,4.81293575559,1,0
153,FRANS,1480,45.9939065077,4.78033196905,1,0
154,GARNERANS,1140,46.2136224825,4.82843188743,1,0
155,GENOUILLEUX,1090,46.1201611728,4.79288195016,1,0
156,BEARD GEOVREISSIAT,1460,46.1896733539,5.55139781353,1,0
157,GEOVREISSET,1100,46.2508621615,5.61271973915,1,0
158,GERMAGNAT,1250,46.3054983344,5.45012798616,1,0
159,GEX,1170,46.3471891747,6.04650555568,1,0
160,GIRON,1130,46.2227121191,5.78049809256,1,0
161,GORREVOD,1190,46.414943437,4.95120595427,1,0
162,GRAND CORENT,1250,46.207387937,5.43318666027,1,0
163,GRIEGES,1290,46.2633634407,4.84621318847,1,0
164,GRILLY,1220,46.3318810665,6.11366767978,1,1
165,GROISSIAT,1100,46.2260039429,5.61095413441,1,0
166,GUEREINS,1090,46.106624674,4.78159420118,1,0
167,HAUTECOURT ROMANECHE,1250,46.1611241927,5.42944457639,1,0
168,HAUTEVILLE LOMPNES,1110,45.9696520061,5.57627261783,1,0
169,HOSTIAZ,1110,45.9061631889,5.54077986031,1,0
170,HAUT VALROMEY,1260,46.0317412192,5.70267027388,1,1
171,ILLIAT,1140,46.1866986838,4.88840344003,1,0
172,INJOUX GENISSIAT,1200,46.0497734524,5.75991363273,1,0
173,INNIMOND,1680,45.7919647191,5.57389398559,1,0
174,IZENAVE,1430,46.0381623415,5.52447901164,1,0
175,IZERNORE,1580,46.2179780137,5.56258251719,1,0
176,IZIEU,1300,45.6557496407,5.63909140794,1,0
177,JASSANS RIOTTIER,1480,45.9777239103,4.75984637871,1,0
178,JASSERON,1250,46.2150037064,5.31215372338,1,0
179,JAYAT,1340,46.3660828991,5.11429701617,1,0
180,JOURNANS,1250,46.1464982407,5.33452833151,1,0
181,JOYEUX,1800,45.9499899849,5.10261326872,1,0
182,JUJURIEUX,1640,46.0497041467,5.41094771899,1,0
183,LABALME,1450,46.0932491295,5.49438685213,1,0
184,LAGNIEU,1150,45.8917015798,5.32917518895,1,0
185,LAIZ,1290,46.2469919709,4.89933490972,1,0
186,LE POIZAT LALLEYRIAT,1130,46.1479592076,5.71829194244,1,0
187,LANCRANS,1200,46.1323202721,5.84050985141,1,0
188,LANTENAY,1430,46.0544405897,5.54127421165,1,1
189,LAPEYROUSE,1330,45.9859131165,4.98196682865,1,0
190,LAVOURS,1350,45.8108837933,5.77267317838,1,0
191,LEAZ,1200,46.1086518044,5.87649017888,1,0
192,LELEX,1410,46.2855010936,5.92927713771,1,0
193,LENT,1240,46.1160216305,5.20200684747,1,0
194,LESCHEROUX,1560,46.4114892731,5.15107164478,1,0
195,LEYMENT,1150,45.9269989549,5.2947657235,1,0
196,LEYSSARD,1450,46.1624187428,5.47633297491,1,0
197,LHOPITAL,1420,46.0238143134,5.76236736492,1,1
198,LHUIS,1680,45.7444141403,5.53602066955,1,1
199,LOCHIEU,1260,45.9302479879,5.7413126836,1,1
200,LOMPNAS,1680,45.8105943351,5.52320457866,1,0
201,LOMPNIEU,1260,45.9690865613,5.65968816497,1,0
202,LOYETTES,1360,45.7921564114,5.21770971647,1,0
203,LURCY,1090,46.061730034,4.78075207026,1,1
204,MAGNIEU,1300,45.7754050255,5.71540945601,1,0
205,MAILLAT,1430,46.1201642836,5.52854394238,1,0
206,MALAFRETAZ,1340,46.3295545661,5.14386299599,1,0
207,MANTENAY MONTLIN,1560,46.4302754511,5.10675899732,1,0
208,MANZIAT,1570,46.3643830585,4.90242777155,1,0
209,MARBOZ,1851,46.3434312497,5.24374534963,1,0
210,MARCHAMP,1680,45.7738495266,5.54985181107,1,0
211,MARIGNIEU,1300,45.8010384947,5.71570352924,1,0
212,MARLIEUX,1240,46.0549073186,5.0741150816,1,0
213,MARSONNAS,1340,46.3409117711,5.06434294764,1,0
214,MARTIGNAT,1100,46.2030768095,5.61384033805,1,0
215,MASSIEUX,1600,45.9094016817,4.82779660051,1,0
216,MASSIGNIEU DE RIVES,1300,45.7571503942,5.7620535823,1,0
217,MATAFELON GRANGES,1580,46.2565319445,5.53958933702,1,0
218,MEILLONNAS,1370,46.244997627,5.33594738489,1,0
219,MERIGNAT,1450,46.0648564341,5.44210660051,1,0
220,MESSIMY SUR SAONE,1480,46.0472670758,4.75935643933,1,0
221,MEXIMIEUX,1800,45.9060530318,5.20404833653,1,0
222,BOHAS MEYRIAT RIGNAT,1250,46.1427060662,5.3780109646,1,0
223,MEZERIAT,1660,46.2423102101,5.04725416984,1,0
224,MIJOUX,1170,46.3622451724,6.00902631941,1,0
225,MIJOUX,1410,46.3622451724,6.00902631941,1,0
226,MIONNAY,1390,45.8955939299,4.92416967439,1,1
227,MIRIBEL,1700,45.8442099203,4.94106746787,1,0
228,MISERIEUX,1600,45.9762325343,4.81028471711,1,0
229,MOGNENEINS,1140,46.1446696076,4.820110702,1,0
230,MONTAGNAT,1250,46.1686969123,5.27962107938,1,0
231,MONTAGNIEU,1470,45.799449019,5.46428608859,1,0
232,MONTANGES,1200,46.17325293,5.79006091307,1,0
233,MONTCEAUX,1090,46.0962893261,4.80453564172,1,0
234,MONTCET,1310,46.219333227,5.11149132074,1,0
235,LE MONTELLIER,1800,45.9287482486,5.07092815964,1,0
236,MONTHIEUX,1390,45.9622791838,4.94555984534,1,0
237,MONTLUEL,1120,45.8909006209,5.01987566185,1,0
238,MONTMERLE SUR SAONE,1090,46.0849573236,4.7608579486,1,0
239,MONTRACOL,1310,46.1867200301,5.11706011755,1,0
240,MONTREAL LA CLUSE,1460,46.1795688194,5.59510550127,1,0
241,MONTREVEL EN BRESSE,1340,46.3252811442,5.11295966315,1,0
242,NURIEUX VOLOGNAT,1460,46.1830720992,5.51435812316,1,0
243,MURS ET GELIGNIEUX,1300,45.6420014274,5.66039684889,1,1
244,NANTUA,1130,46.1537845403,5.61352793799,1,1
245,NANTUA,1460,46.1537845403,5.61352793799,1,1
246,NEUVILLE LES DAMES,1400,46.1567753049,5.00942432434,1,0
247,NEUVILLE SUR AIN,1160,46.0909654813,5.37349784691,1,0
248,LES NEYROLLES,1130,46.1342937114,5.63714517869,1,0
249,NEYRON,1700,45.8184192468,4.9309045685,1,0
250,NIEVROZ,1120,45.8222941077,5.05949629195,1,0
251,NIVOLLET MONTGRIFFON,1230,45.9999448244,5.45847815374,1,0
252,ONCIEU,1230,45.9651165469,5.47146617499,1,0
253,ORDONNAZ,1510,45.8339690378,5.5395794296,1,0
254,ORNEX,1210,46.2774557513,6.09454723599,1,0
255,OUTRIAZ,1430,46.067796636,5.55697547429,1,0
256,OYONNAX,1100,46.2605435859,5.65344320923,1,0
257,OZAN,1190,46.3867168877,4.91805840196,1,0
258,PARCIEUX,1600,45.9184267932,4.82747423402,1,0
259,PARVES ET NATTAGES,1300,45.7437340183,5.73800737134,1,0
260,PERON,1630,46.1913554154,5.91968751164,1,0
261,PERONNAS,1960,46.1711903413,5.21802169564,1,0
262,PEROUGES,1800,45.8803945768,5.17955874977,1,0
263,PERREX,1540,46.2465065604,4.97464940331,1,0
264,PEYRIAT,1430,46.1498184067,5.50572312284,1,0
265,PEYRIEU,1300,45.6762428663,5.67912809192,1,0
266,PEYZIEUX SUR SAONE,1140,46.1226331853,4.82243226719,1,0
267,PIRAJOUX,1270,46.385801285,5.27417594024,1,0
268,PIZAY,1120,45.8928509581,5.08915465965,1,1
269,PLAGNE,1130,46.1883038423,5.71763811249,1,0
270,LE PLANTAY,1330,46.0230264227,5.08912046926,1,1
271,POLLIAT,1310,46.2463108642,5.13794412439,1,0
272,POLLIEU,1350,45.7965373468,5.74794515549,1,0
273,PONCIN,1450,46.089530586,5.41681266947,1,0
274,PONT D AIN,1160,46.0542077091,5.34703652618,1,0
275,PONT DE VAUX,1190,46.4422864477,4.92862459427,1,1
276,PONT DE VEYLE,1290,46.2637215091,4.88186068102,1,0
277,PORT,1460,46.155963139,5.57615832883,1,0
278,POUGNY,1550,46.1450914685,5.95100479291,1,1
279,POUILLAT,1250,46.3219301481,5.42318000482,1,0
280,PREMEYZEL,1300,45.6806263123,5.64396081449,1,0
281,PREMILLIEU,1110,45.876457149,5.56475010385,1,0
282,PREVESSIN MOENS,1280,46.25827228,6.07223251859,1,0
283,PRIAY,1160,46.0197521486,5.28523353803,1,1
284,PUGIEU,1510,45.8176794806,5.64970405499,1,0
285,RAMASSE,1250,46.1905550894,5.35572056985,1,0
286,RANCE,1390,45.9673905154,4.86343025951,1,0
287,RELEVANT,1990,46.0843657897,4.94176845356,1,0
288,REPLONGES,1750,46.3077356023,4.8746938271,1,0
289,REVONNAS,1250,46.1615355815,5.33543916388,1,0
290,REYRIEUX,1600,45.9367652442,4.82840395968,1,0
291,REYSSOUZE,1190,46.4285569061,4.91285056272,1,0
292,RIGNIEUX LE FRANC,1800,45.9518762734,5.16936671105,1,0
293,ROMANS,1400,46.1237520756,5.0217131176,1,0
294,ROSSILLON,1510,45.8363854589,5.59926863007,1,0
295,RUFFIEU,1260,46.0037108867,5.65322391497,1,0
296,ST ALBAN,1450,46.0983335519,5.45573839846,1,0
297,ST ANDRE DE BAGE,1380,46.298541568,4.91411565769,1,0
298,ST ANDRE DE CORCY,1390,45.927001954,4.95373324492,1,1
299,ST ANDRE D HUIRIAT,1290,46.2140960915,4.91291358797,1,0
300,ST ANDRE LE BOUCHOUX,1240,46.1131399612,5.0802376895,1,0
301,ST ANDRE SUR VIEUX JONC,1960,46.1492410532,5.14175200148,1,0
302,ST BENIGNE,1190,46.4519173207,4.95309825903,1,0
303,GROSLEE ST BENOIT,1300,45.6891842277,5.5843972561,1,0
304,GROSLEE ST BENOIT,1680,45.6891842277,5.5843972561,1,0
305,ST BERNARD,1600,45.9493830581,4.74276628471,1,0
306,ST CHAMP,1300,45.7825741014,5.7326531461,1,0
307,STE CROIX,1120,45.895522477,5.04935536228,1,0
308,ST CYR SUR MENTHON,1380,46.2754005606,4.96757105158,1,0
309,ST DENIS LES BOURG,1000,46.2111998453,5.18462806771,1,1
310,ST DENIS EN BUGEY,1500,45.9488551151,5.32367701698,1,1
311,ST DIDIER D AUSSIAT,1340,46.3069992095,5.05820697692,1,0
312,ST DIDIER DE FORMANS,1600,45.9564926067,4.77766764875,1,0
313,ST DIDIER SUR CHALARONNE,1140,46.1840408682,4.81645666173,1,0
314,ST ELOI,1800,45.9322494861,5.15187041178,1,0
315,ST ETIENNE DU BOIS,1370,46.2749447261,5.28428557632,1,0
316,ST ETIENNE SUR CHALARONNE,1140,46.1468059584,4.86696454244,1,0
317,ST ETIENNE SUR REYSSOUZE,1190,46.4030398952,5.00605581573,1,0
318,STE EUPHEMIE,1600,45.9669798317,4.79478189169,1,0
319,ST GENIS POUILLY,1630,46.254539333,6.0362907345,1,1
320,ST GENIS SUR MENTHON,1380,46.2815955593,5.01311826405,1,0
321,ST GEORGES SUR RENON,1400,46.1037951263,5.03001967494,1,0
322,ST GERMAIN DE JOUX,1130,46.1821955394,5.74672259773,1,0
323,ST GERMAIN LES PAROISSES,1300,45.7709749249,5.61753440834,1,0
324,ST GERMAIN SUR RENON,1240,46.0797285417,5.06090903982,1,0
325,ST JEAN DE GONVILLE,1630,46.2178585727,5.94203093769,1,1
326,ST JEAN DE NIOST,1800,45.8405002569,5.21167430462,1,0
327,ST JEAN DE THURIGNEUX,1390,45.9598424323,4.89936410681,1,0
328,ST JEAN LE VIEUX,1640,46.0291437714,5.38252835538,1,0
329,ST JEAN SUR REYSSOUZE,1560,46.3972479854,5.06297763777,1,0
330,ST JEAN SUR VEYLE,1290,46.2683632132,4.92198366998,1,0
331,STE JULIE,1150,45.8819723176,5.28452304614,1,0
332,ST JULIEN SUR REYSSOUZE,1560,46.3997655501,5.10354296019,1,0
333,ST JULIEN SUR VEYLE,1540,46.2014862081,4.959356342,1,0
334,ST JUST,1250,46.1929758576,5.28494181398,1,0
335,ST LAURENT SUR SAONE,1750,46.3051486294,4.83949202669,1,0
336,ST MARCEL,1390,45.9485803654,4.9896671017,1,0
337,ST MARTIN DE BAVEL,1510,45.848212674,5.67889099153,1,0
338,ST MARTIN DU FRENE,1430,46.135983782,5.57106016428,1,0
339,ST MARTIN DU MONT,1160,46.1061500835,5.32551470817,1,1
340,ST MARTIN LE CHATEL,1310,46.291445874,5.12291715091,1,0
341,ST MAURICE DE BEYNOST,1700,45.8343709108,4.97726215174,1,0
342,ST MAURICE DE GOURDANS,1800,45.8200191939,5.16980415584,1,0
343,ST MAURICE DE REMENS,1500,45.9527471237,5.2708276475,1,0
344,ST NIZIER LE BOUCHOUX,1560,46.4528537121,5.1759906585,1,0
345,ST NIZIER LE DESERT,1320,46.052861561,5.14246131764,1,0
346,STE OLIVE,1330,46.0142006121,4.93624894982,1,0
347,ST PAUL DE VARAX,1240,46.0956691617,5.12762470203,1,0
348,ST RAMBERT EN BUGEY,1230,45.9504631708,5.44017084612,1,1
349,ST REMY,1310,46.1846642149,5.16771354778,1,1
350,ST SORLIN EN BUGEY,1150,45.886308438,5.37608915006,1,1
351,ST SULPICE,1340,46.3209806116,5.04148389346,1,0
352,ST TRIVIER DE COURTES,1560,46.4612969335,5.06679195727,1,0
353,ST TRIVIER SUR MOIGNANS,1990,46.0618477991,4.90158948884,1,0
354,ST VULBAS,1150,45.8222315102,5.27019602929,1,0
355,SALAVRE,1270,46.3635396668,5.34742387197,1,0
356,SAMOGNAT,1580,46.2648715781,5.58607689306,1,0
357,SANDRANS,1400,46.0656961548,4.98282673172,1,0
358,SAULT BRENAZ,1150,45.8654038798,5.40416104083,1,0
359,SAUVERNY,1220,46.3126908233,6.11043836433,1,1
360,SAVIGNEUX,1480,45.997346828,4.8576200906,1,0
361,SEGNY,1170,46.2935928404,6.07287743792,1,1
362,SEILLONNAZ,1470,45.7976976614,5.49810658524,1,0
363,SERGY,1630,46.2626243003,5.98914553194,1,1
364,SERMOYER,1190,46.4981991944,4.97856020441,1,0
365,SERRIERES DE BRIORD,1470,45.8133219416,5.44125880379,1,0
366,SERRIERES SUR AIN,1450,46.1466977757,5.45023362942,1,0
367,SERVAS,1960,46.1385540577,5.17887070992,1,0
368,SERVIGNAT,1560,46.4346497878,5.05559973107,1,0
369,SEYSSEL,1420,45.9484118176,5.82616979887,1,0
370,SIMANDRE SUR SURAN,1250,46.2340471594,5.42240815305,1,0
371,SONTHONNAX LA MONTAGNE,1580,46.2229768712,5.50566888767,1,0
372,SOUCLIN,1150,45.8781798572,5.43058627512,1,0
373,SULIGNAT,1400,46.1735383313,4.95772382526,1,0
374,SURJOUX,1420,46.030402108,5.79957920623,1,0
375,SUTRIEU,1260,45.9311367808,5.64988248129,1,0
376,TALISSIEU,1510,45.8637167128,5.72090411074,1,0
377,TENAY,1230,45.922698278,5.51453923595,1,1
378,THEZILLIEU,1110,45.8931883593,5.59700638944,1,0
379,THIL,1120,45.8169214201,5.0184098869,1,0
380,THOIRY,1710,46.2435475879,5.96506297987,1,1
381,THOISSEY,1140,46.1700943481,4.79387095814,1,1
382,TORCIEU,1230,45.92125055,5.40400282244,1,0
383,TOSSIAT,1250,46.1384790158,5.30400055922,1,0
384,TOUSSIEUX,1600,45.959898291,4.82898610612,1,0
385,TRAMOYES,1390,45.8745670311,4.9639268325,1,0
386,LA TRANCLIERE,1160,46.0970027075,5.26099875456,1,0
387,VAL REVERMONT,1370,46.2803281838,5.36083165162,1,1
388,TREVOUX,1600,45.940671655,4.7714415007,1,0
389,VALEINS,1140,46.1146467438,4.86551696868,1,0
390,VANDEINS,1660,46.217806795,5.08189056957,1,0
391,VARAMBON,1160,46.0433928197,5.2947944594,1,0
392,VAUX EN BUGEY,1150,45.9201205456,5.36353184193,1,1
393,VERJON,1270,46.3459093717,5.34853019646,1,0
394,VERNOUX,1560,46.4848229774,5.10590413121,1,0
395,VERSAILLEUX,1330,45.9854373478,5.11204819151,1,0
396,VERSONNEX,1210,46.2997631425,6.10057952207,1,0
397,VESANCY,1170,46.3610768127,6.08470665475,1,1
398,VESCOURS,1560,46.4743960759,5.02617426573,1,0
399,VESINES,1570,46.3593397751,4.86265852202,1,0
400,VIEU D IZENAVE,1430,46.0853386653,5.54922100161,1,0
401,VIEU,1260,45.8898392612,5.68999399947,1,0
402,VILLARS LES DOMBES,1330,45.9927150222,5.04507856642,1,0
403,VILLEBOIS,1150,45.8485624628,5.44711117486,1,0
404,VILLEMOTIER,1270,46.3458538978,5.31036160991,1,0
405,VILLENEUVE,1480,46.0319048788,4.85182526102,1,0
406,VILLEREVERSURE,1250,46.1926750369,5.3947679407,1,0
407,VILLES,1200,46.0954293058,5.7569250415,1,0
408,VILLETTE SUR AIN,1320,46.0099989032,5.25214547187,1,0
409,VILLIEU LOYES MOLLON,1800,45.932014998,5.22953071636,1,0
410,VIRIAT,1440,46.2508985632,5.22302249216,1,0
411,VIRIEU LE GRAND,1510,45.8464417872,5.63971940347,1,0
412,VIRIEU LE PETIT,1260,45.9063608209,5.73707051523,1,0
413,VIRIGNIN,1300,45.7267387762,5.71282330936,1,0
414,VONGNES,1350,45.8129059524,5.72536666767,1,0
415,VONNAS,1540,46.2168871367,4.99744373712,1,0
416,ABBECOURT,2300,49.5991518653,3.17708232927,2,1
417,ACHERY,2800,49.6936187791,3.39735632148,2,1
418,ACY,2200,49.3471963534,3.41817609834,2,1
419,AGNICOURT ET SECHELLES,2340,49.7166573626,3.96043211816,2,0
420,AGUILCOURT,2190,49.393650796,3.96803679426,2,1
421,AISONVILLE ET BERNOVILLE,2110,49.930148162,3.51120205593,2,1
422,AIZELLES,2820,49.4848002918,3.81870255331,2,0
423,AIZY JOUY,2370,49.4384256824,3.51149185429,2,1
424,ALAINCOURT,2240,49.7667120841,3.36639043616,2,1
425,ALLEMANT,2320,49.4624440593,3.45394275872,2,0
426,AMBLENY,2290,49.3762672939,3.18334679178,2,1
427,AMBRIEF,2200,49.3215250088,3.40362196255,2,0
428,AMIFONTAINE,2190,49.498787026,3.92278993322,2,0
429,AMIGNY ROUY,2700,49.6108275885,3.30289341579,2,1
